id,title,text,url,wiki_id,views,paragraph_id,langs,text_length,word_count,prompt_token_count,original_paraphrase,corrected_paraphrase,complexity_level,removed_info,added_info,corrected_info,adjusted_complexity,corrected_language,hallucination_in_origin,LLM_judge_content_preservation,LLM_judge_information_loss,LLM_judge_information_addition,LLM_judge_type_of_addition,LLM_judge_complexity_level
402813,Royal Air Force,Am 1. September 1939 hatte die Wehrmacht den Überfall auf Polen begonnen. Großbritannien und Frankreich erklärten dem Deutschen Reich daraufhin nach Ablauf eines Ultimatums am 3. September 1939 gemeinsam den Krieg.,https://de.wikipedia.org/wiki?curid=64567,64567,1169.9439697265625,9,60,214,31,1490,"Am 1. September lange her, griffen deutsche Soldaten Polen an. Danach sagten Großbritannien und Frankreich, dass sie gegen Deutschland kämpfen wollen.","Am 1. September 1939 griffen deutsche Soldaten Polen an. Danach sagten Großbritannien und Frankreich, dass sie gegen Deutschland kämpfen wollen.",1,False,False,False,False,True,False,ungefaehr,haeufig,nie,['NaN'],zu_einfach
43862,Sezessionskrieg,"Oberst Streight beabsichtigte, die Verbindungslinien Braggs im nördlichen Alabama und Georgia zu unterbrechen. Er wurde von Forrest gestellt.",https://de.wikipedia.org/wiki?curid=11391,11391,2133.5947265625,154,144,141,18,1466,Oberst Streight wollte die Verbindungswege des feindlichen Generals Bragg in Alabama und Georgia zerstören. Forrest hat ihn jedoch aufgehalten.,Oberst Streight wollte die Verbindungswege des feindlichen Generals Bragg in Alabama und Georgia blockieren. Forrest hat ihn jedoch aufgehalten.,2,False,False,False,True,False,False,ungefaehr,haeufig,nie,['NaN'],zu_einfach
402813,Royal Air Force,Am 1. September 1939 hatte die Wehrmacht den Überfall auf Polen begonnen. Großbritannien und Frankreich erklärten dem Deutschen Reich daraufhin nach Ablauf eines Ultimatums am 3. September 1939 gemeinsam den Krieg.,https://de.wikipedia.org/wiki?curid=64567,64567,1169.9439697265625,9,60,214,31,1490,"Am 1. September 1939 begann Deutschland Polen anzugreifen. Großbritannien und Frankreich, waren nicht einverstanden und erklärten Deutschland am 3. September den Krieg.",Am 1. September 1939 begann Deutschland Polen anzugreifen. Großbritannien und Frankreich waren nicht einverstanden und erklärten Deutschland am 3. September den Krieg.,2,False,False,False,False,True,False,ungefaehr,haeufig,manchmal,"['Erklaerungen/Definitionen', 'Ausschmueckungen']",etwas_zu_einfach
711303,Hindi,"Der bloße Stamm wird vor den Hilfsverben zur Bildung von Verlaufsform und Perfekt verwendet, außerdem noch zur Bildung des tū-Imperativs (siehe Abschnitt Imperativ).",https://de.wikipedia.org/wiki?curid=26951,26951,872.761474609375,47,176,165,23,1475,"In der deutschen Sprache benutzen wir den Stamm eines Verbs, um verschiedene Formen zu bilden. Der Stamm ist wichtig, um zu erklären, dass etwas gerade passiert oder schon passiert ist. Zum Beispiel benutzen wir den Stamm, um Sätze zu bilden wie 'Ich mache gerade...' oder 'Ich habe gemacht...'. Der Stamm wird auch verwendet, um Befehle zu geben, wie ‘Mach das!’.","Wir verwenden den Grundstamm eines Wortes, um Sätze zu bilden, die zeigen, dass etwas jetzt passiert oder schon fertig ist. Dieser Stamm hilft uns auch, Befehle zu geben.",2,True,False,False,True,False,True,ungefaehr,manchmal,selten,['Erklaerungen/Definitionen'],etwas_zu_einfach
701856,Disenchantment,"Der jähzornige und dennoch liebevolle König von Dreamland, der von der Bevölkerung gefürchtet und zugleich gefeiert wird. Er kam an die Macht, nachdem sein älterer Bruder ermordet wurde. Er ist in zweiter Ehe verheiratet, nachdem seine erste Frau, die Mutter von Bean, versteinert wurde.",https://de.wikipedia.org/wiki?curid=10414490,10414490,879.6292114257812,8,36,287,44,1517,"Der König von Dreamland, der für seinen Jähzorn bekannt ist, wird gleichzeitig von seinen Untertanen gefürchtet und verehrt. Er kam an die Macht, indem er seinem ermordeten älteren Bruder nachfolgte. Derzeit ist er in seiner zweiten Ehe verheiratet, nachdem seine erste Frau, die Mutter seiner Tochter Bean, auf mysteriöse Weise zu Stein geworden ist.","Der König von Dreamland, der für seinen Jähzorn bekannt ist, wird gleichzeitig von seinen Untertanen gefürchtet und verehrt. Er kam an die Macht, indem er seinem ermordeten älteren Bruder nachfolgte. Derzeit ist er in seiner zweiten Ehe verheiratet, nachdem seine erste Frau, die Mutter seiner Tochter Bean, zu Stein geworden ist.",3,True,False,False,False,False,True,ungefaehr,haeufig,nie,['NaN'],etwas_zu_einfach
711303,Hindi,"Der bloße Stamm wird vor den Hilfsverben zur Bildung von Verlaufsform und Perfekt verwendet, außerdem noch zur Bildung des tū-Imperativs (siehe Abschnitt Imperativ).",https://de.wikipedia.org/wiki?curid=26951,26951,872.761474609375,47,176,165,23,1475,"Der Stamm eines Verbs wird in der deutschen Grammatik genutzt, um verschiedene Zeitformen zu formen, wie die Verlaufsform und das Perfekt. Der Stamm ist der Grundteil des Verbs, ohne Endungen. Er wird auch verwendet, um Befehle zu geben. Das wird besonders klar in der Form des tu-Imperativs, der für Befehle eingesetzt wird.","Der Grundstamm eines Verbs wird verwendet, um anzuzeigen, dass eine Handlung im Gange ist oder abgeschlossen wurde. Zudem dient er dazu, Befehle zu formulieren, wie es im Abschnitt über Imperative beschrieben wird.",3,True,False,False,True,False,True,ungefaehr,manchmal,selten,"['Erklaerungen/Definitionen', 'Ausschmueckungen']",etwas_zu_einfach
640408,Figuren aus Die Simpsons,"Charlie ist ein Mitarbeiter im Atomkraftwerk. Er ist ein ziemlicher Pechvogel, spielt gerne mit Atommüll, wurde jedoch als Aufseher für radioaktive Strahlung ausgebildet. Einmal erwähnt er, dass er eine Schwester habe.",https://de.wikipedia.org/wiki?curid=121630,121630,927.4449462890624,19,33,218,31,1491,"Charlie arbeitet im Atomkraftwerk und ist speziell dafür ausgebildet, radioaktive Strahlen zu überwachen. Er ist bekannt dafür, dass ihm oft Missgeschicke passieren, besonders wenn er mit Atomabfällen hantiert. Charlie hat auch eine Schwester, die er manchmal erwähnt.","Charlie arbeitet im Atomkraftwerk und ist speziell dafür ausgebildet, radioaktive Strahlen zu überwachen. Er ist bekannt dafür, dass ihm oft Missgeschicke passieren, besonders wenn er mit Atomabfällen hantiert. Charlie hat auch eine Schwester, die er einmal erwähnte.",3,False,False,False,False,True,False,ungefaehr,manchmal,selten,['Erklaerungen/Definitionen'],etwas_zu_einfach
783405,Altersfreigabe,"Gemäß ORF-Gesetz sowie gemäß dem für Privatsender geltenden Privatfernsehgesetz ist bei Fernsehsendungen, welche die körperliche, geistige oder sittliche Entwicklung von Minderjährigen beeinträchtigen können, durch die Wahl der Sendezeit oder sonstige Maßnahmen dafür zu sorgen, dass diese Sendungen von Minderjährigen üblicherweise nicht gesehen oder gehört werden. Die unverschlüsselte Ausstrahlung von nicht kinder- und jugendtauglichen Sendungen ist durch akustische Zeichen anzukündigen oder durch optische Mittel während der gesamten Sendung kenntlich zu machen.",https://de.wikipedia.org/wiki?curid=139448,139448,818.4334716796875,22,31,568,70,1582,"Gemäß den gesetzlichen Bestimmungen, sowohl des ORF-Gesetzes als auch des Privatfernsehgesetzes, müssen Fernsehsendungen, die potenziell nachteilig für die Entwicklung von Minderjährigen sein könnten, so getimt werden, dass sie außerhalb der üblichen Sehzeiten von Kindern liegen. Zusätzlich ist eine Kennzeichnung durch akustische oder optische Hilfsmittel während der Sendung erforderlich.","Gemäß den gesetzlichen Bestimmungen, sowohl des ORF-Gesetzes als auch des Privatfernsehgesetzes, müssen Fernsehsendungen, die potenziell nachteilig für die Entwicklung von Minderjährigen sein könnten, so geplant werden, dass sie außerhalb der üblichen Sehzeiten von Kindern liegen. Zusätzlich ist eine Kennzeichnung durch akustische oder optische Hilfsmittel während der Sendung erforderlich.",4,False,False,False,False,True,False,ungefaehr,manchmal,nie,['NaN'],etwas_zu_einfach
705534,Mehrzweckkampfflugzeug,"Das erste so bezeichnete Kampfflugzeug ist der Panavia Tornado, der – je nach Ausstattung und Bewaffnung – als Jagdbomber, Jagdaufklärer oder Luftüberlegenheitsjäger eingesetzt werden kann. Um die alternde Lockheed F-104 zu ersetzen, schlossen sich zahlreiche Nutzerländer zusammen und initiierten das ""multirole aircraft (MRA)""-Programm, das später zum ""multirole combat aircraft"" umbenannt wurde und zur Gründung der Panavia Aircraft GmbH (mit deutscher, italienischer, niederländischer und britischer Beteiligung) im Jahre 1969 führte.",https://de.wikipedia.org/wiki?curid=875859,875859,877.5647583007812,1,34,538,69,1578,"Der Panavia Tornado repräsentiert das erste sogenannte Mehrzweckkampfflugzeug, das depending on its configuration, in verschiedenen militärischen Rollen eingesetzt werden kann, beispielsweise als Jagdbomber oder Aufklärer. Um die veraltete Lockheed F-104 zu ersetzen, initiierten mehrere Nutzerländer ein Entwicklungsvorhaben, das im Jahr 1969 zur Gründung der Panavia Aircraft GmbH führte, an der Deutschland, Italien, die Niederlande und Großbritannien beteiligt waren.","Der Panavia Tornado repräsentiert das erste sogenannte Mehrzweckkampfflugzeug, das je nach Konfiguration in verschiedenen militärischen Rollen eingesetzt werden kann, beispielsweise als Jagdbomber oder Aufklärer. Um die veraltete Lockheed F-104 zu ersetzen, initiierten mehrere Nutzerländer ein Entwicklungsvorhaben, das im Jahr 1969 zur Gründung der Panavia Aircraft GmbH führte, an der Deutschland, Italien, die Niederlande und Großbritannien beteiligt waren.",4,False,False,False,False,True,False,richtig,nie,nie,['NaN'],etwas_zu_einfach
711303,Hindi,"Der bloße Stamm wird vor den Hilfsverben zur Bildung von Verlaufsform und Perfekt verwendet, außerdem noch zur Bildung des tū-Imperativs (siehe Abschnitt Imperativ).",https://de.wikipedia.org/wiki?curid=26951,26951,872.761474609375,47,176,165,23,1475,"In der deutschen Grammatik spielt der Stamm eines Verbs eine zentrale Rolle bei der Bildung der Verlaufsform und der Perfektform, die genutzt werden, um gegenwärtige oder abgeschlossene Aktionen auszudrücken. Zusätzlich ist der Stamm essenziell für die Bildung des tū-Imperativs, einer speziellen Befehlsform. Details dazu finden sich im Abschnitt über den Imperativ.","In der Grammatik nutzen wir den Grundstamm eines Verbs zusammen mit Hilfsverben, um progressive und perfekte Zeiten zu bilden. Dieser Stamm wird auch für die Konstruktion von Befehlen im tū-Imperativ verwendet, wie im entsprechenden Abschnitt des Imperativs erläutert.",4,True,False,False,True,False,True,ungefaehr,manchmal,selten,['Erklaerungen/Definitionen'],etwas_zu_kompliziert
640408,Figuren aus Die Simpsons,"Charlie ist ein Mitarbeiter im Atomkraftwerk. Er ist ein ziemlicher Pechvogel, spielt gerne mit Atommüll, wurde jedoch als Aufseher für radioaktive Strahlung ausgebildet. Einmal erwähnt er, dass er eine Schwester habe.",https://de.wikipedia.org/wiki?curid=121630,121630,927.4449462890624,19,33,218,31,1491,"Charlie ist ein Angestellter in einem Atomkraftwerk, wo er die Aufgabe hat, radioaktive Strahlung zu überwachen. Trotz seiner wichtigen Rolle als Sicherheitsaufseher ist Charlie als Pechvogel bekannt, und er neigt dazu, mit Atomabfällen leichtsinnig umzugehen. Zudem erwähnt er gelegentlich, dass er eine Schwester hat.","Charlie ist ein Angestellter in einem Atomkraftwerk, wo er die Aufgabe hat, radioaktive Strahlung zu überwachen. Trotz seiner wichtigen Rolle als Sicherheitsaufseher ist Charlie als Pechvogel bekannt, und er neigt dazu, mit Atomabfällen leichtsinnig umzugehen. Zudem erwähnt er einmal, dass er eine Schwester hat.",4,False,False,True,False,False,True,ungefaehr,manchmal,selten,"['Erklaerungen/Definitionen', 'Ausschmueckungen']",etwas_zu_kompliziert
363508,Burning Man,Wegen der COVID-19-Pandemie in den Vereinigten Staaten wurde die Veranstaltung 2020 und 2021 abgesagt.,https://de.wikipedia.org/wiki?curid=310757,310757,1222.605712890625,4,32,102,14,1460,Wegen der anhaltenden COVID-19-Pandemie in den Vereinigten Staaten fanden die geplanten Veranstaltungen in den Jahren 2020 und 2021 nicht statt.,Wegen der anhaltenden COVID-19-Pandemie in den Vereinigten Staaten fand die geplante Veranstaltung in den Jahren 2020 und 2021 nicht statt.,4,False,False,True,False,False,True,ungefaehr,manchmal,selten,"['Erklaerungen/Definitionen', 'Ausschmueckungen']",etwas_zu_kompliziert
251309,Panzerfaust 3,"1978 erhielt die damalige Dynamit-Nobel AG den Entwicklungsauftrag, 1986 begannen die ersten Truppenversuche, 1992 wurde schließlich die Panzerfaust 3 offiziell eingeführt.",https://de.wikipedia.org/wiki?curid=1227992,1227992,1398.645263671875,2,17,172,21,1483,"1978 erteilte man der Dynamit-Nobel AG den Entwicklungsvertrag für die Panzerfaust 3, ein fahrzeuggestütztes Anti-Panzer-Waffensystem. Infolge intensiver Forschungs- und Entwicklungsphasen begannen 1986 die ersten Feldevaluierungen zusammen mit Militäreinheiten. Die endgültige Integration und Indienststellung im deutschen Heer erfolgte schließlich 1992 nach positiv abgeschlossenen Truppenversuchen und strategischen Bewertungen.","1978 erteilte man der Dynamit-Nobel AG den Entwicklungsvertrag für die Panzerfaust 3, ein Anti-Panzer-Waffensystem. Infolge intensiver Forschungs- und Entwicklungsphasen begannen 1986 die ersten Feldevaluierungen zusammen mit Militäreinheiten. Die endgültige Integration und Indienststellung im deutschen Heer erfolgte schließlich 1992.",5,True,False,False,False,False,True,ungefaehr,manchmal,selten,['Erklaerungen/Definitionen'],etwas_zu_einfach
701856,Disenchantment,"Der jähzornige und dennoch liebevolle König von Dreamland, der von der Bevölkerung gefürchtet und zugleich gefeiert wird. Er kam an die Macht, nachdem sein älterer Bruder ermordet wurde. Er ist in zweiter Ehe verheiratet, nachdem seine erste Frau, die Mutter von Bean, versteinert wurde.",https://de.wikipedia.org/wiki?curid=10414490,10414490,879.6292114257812,8,36,287,44,1517,"Der monarchische Führer von Dreamland, der trotz seiner Neigung zu plötzlichen Zornesausbrüchen als liebevolle Persönlichkeit beschrieben wird, steht sowohl im Fokus von Furcht als auch von Verehrung der Bevölkerung. Seine Machtübernahme erfolgte nach dem gewaltsamen Tod seines Vorgängers, seines älteren Bruders. Der König vollzog eine zweite Heirat, nachdem seine erste Gemahlin, die Mutter seiner Tochter Bean, auf unerklärliche Weise petrifiziert wurde.","Der monarchische Führer von Dreamland, der trotz seiner Neigung zu plötzlichen Zornesausbrüchen als liebevolle Persönlichkeit beschrieben wird, steht sowohl im Fokus von Furcht als auch von Verehrung der Bevölkerung. Seine Machtübernahme erfolgte nach dem gewaltsamen Tod seines Vorgängers, seines älteren Bruders. Der König vollzog eine zweite Heirat, nachdem seine erste Gemahlin, die Mutter seiner Tochter Bean, petrifiziert wurde.",5,True,False,False,False,False,True,ungefaehr,manchmal,selten,['Erklaerungen/Definitionen'],etwas_zu_kompliziert
128174,Neandertaler,"Die Gründe für das Aussterben der Neandertaler sind umstritten. Archäologische Belege für kriegerische Handlungen zwischen Neandertalern und anatomisch modernen Menschen gibt es ebenso wenig wie Anzeichen für eine sehr rasche Verdrängung der Neandertaler durch den anatomisch modernen Menschen. Im Gegenteil: Bard et al. (2020) wiesen nach, dass Neandertaler und anatomisch moderner Mensch für etwa 3960 ± 710 Jahre gemeinsam in Europa existierten.",https://de.wikipedia.org/wiki?curid=10869,10869,1720.775146484375,93,105,448,62,1548,"Die Gründe für das Aussterben der Neandertaler bleiben in der wissenschaftlichen Gemeinschaft umstritten. Aktuelle archäologische Evidenzen entkräften die These gewaltsamer Konflikte zwischen Neandertalern und anatomisch modernen Menschen. Vielmehr belegen Forschungsarbeiten wie jene von Bard et al. (2020), dass eine Koexistenz beider Spezies in Europa über einen Zeitraum von ungefähr 4000 Jahren hinweg stattfand.","Die Gründe für das Aussterben der Neandertaler bleiben in der wissenschaftlichen Gemeinschaft umstritten. Aktuelle archäologische Evidenzen entkräften die These gewaltsamer Konflikte zwischen Neandertalern und anatomisch modernen Menschen. Vielmehr belegen Forschungsarbeiten wie jene von Bard et al. (2020), dass eine Koexistenz beider Spezies in Europa über einen Zeitraum von etwa 3960 ± 710 Jahren hinweg stattfand.",5,False,False,False,True,False,False,ungefaehr,manchmal,selten,"['Erklaerungen/Definitionen', 'Ausschmueckungen']",etwas_zu_kompliziert
