id,title,text,url,wiki_id,views,paragraph_id,langs,text_length,word_count,prompt_token_count,cl_1,cl_2,cl_3,cl_4,cl_5,cl_LS
676165,Pfefferminze,Pfefferminztee ist als Erfrischungsgetränk verbreitet. Dabei werden frische oder getrocknete Blätter der Pflanze mit heißem Wasser übergossen. Der Geschmack wird durch die ätherischen Öle und die schwach adstringierende Geschmackswirkung der Gerbstoffe bestimmt. Auch bei Daueranwendung sind schädliche Effekte nicht zu erwarten.,https://de.wikipedia.org/wiki?curid=104838,104838,898.5228881835938,9,69,329,41,1526,Pfefferminztee ist ein Getränk zum Trinken. Man nimmt frische Blätter oder trockene Blätter von einer Pflanze. Die Blätter kommen in heißes Wasser. Der Tee schmeckt besonders und tut gut. Der Tee ist nicht schlecht für die Gesundheit.,"Pfefferminztee wird oft getrunken, um sich zu erfrischen. Man verwendet entweder frische oder getrocknete Blätter, die mit heißem Wasser übergossen werden. Der spezielle Geschmack kommt von besonderen Ölen in den Blättern. Dieses Getränk ist auch bei häufigem Trinken gesund.","Pfefferminztee ist ein beliebtes Erfrischungsgetränk, das aus frischen oder getrockneten Pfefferminzblättern zubereitet wird. Das heiße Wasser löst die ätherischen Öle und Gerbstoffe aus den Blättern, welche den charakteristischen Geschmack geben. Langzeitige Nutzung von Pfefferminztee zeigt keine schädlichen Wirkungen.","Pfefferminztee, erkennbar an seinem erfrischenden Charakter, wird durch Aufgießen von heißem Wasser über frische oder getrocknete Pfefferminzblätter hergestellt. Die entscheidenden Geschmackskomponenten sind ätherische Öle und die leicht zusammenziehende Wirkung der Gerbstoffe. Eine dauerhafte Konsumierung von Pfefferminztee gilt als unbedenklich.","Pfefferminztee, ein verbreitetes Erfrischungsgetränk, wird durch Infusion von heißem Wasser in frische oder dehydrierte Blätter der Mentha piperita gewonnen. Die Geschmackskomposition wird vorrangig durch die flüchtigen ätherischen Öle sowie die mild adstringierenden Eigenschaften der enthaltenen Tannine definiert. Laut vorhandener toxikologischer Einschätzungen sind auch bei prolongierter Applikation keine negativen Effekte auf die Gesundheit zu antizipieren.","Viele Menschen trinken gerne Pfefferminz-Tee.
Für den Tee braucht man Pfefferminz-Blätter.
Die Blätter können frisch sein.
Oder die Blätter sind getrocknet.
Dann gießt man heißes Wasser auf die Blätter.

Der Tee schmeckt nach Ölen aus der Pflanze.
Und er schmeckt ein bisschen herb.
Der Tee ist harmlos für die Gesundheit.
Deswegen kann man ihn auch sehr oft trinken."
546477,Strafprozess gegen O. J. Simpson,"Die Staatsanwaltschaft legte keine direkten Beweise für die Schuld des Angeklagten vor. Es fanden sich trotz intensiver Befragung aller Nachbarn keine Augenzeugen für die Tat. Die Ermittler fanden außerdem weder die Tatwaffe noch Simpsons Fingerabdrücke am Tatort. Trotzdem behauptete die Anklage, die Beweislast gegen Simpson sei geradezu erdrückend (""an ocean of evidence""). Um eine Verurteilung zu erreichen, konzentrierte sich die Hauptanklägerin Marcia Clark auf das vorliegende Mordmotiv, Simpsons fehlendes Alibi und die von den Ermittlungsbehörden sichergestellten forensischen Indizien.",https://de.wikipedia.org/wiki?curid=8917976,8917976,1012.2000732421876,22,23,595,78,1601,"Die Person wurde angeklagt, weil sie angeblich etwas Böses getan hat. Aber es gibt keine Beweise dafür. Kein Nachbar hat etwas gesehen. Es gab keine Waffe oder Fingerabdrücke von Simpson am Tatort. Trotzdem sagen Leute, dass er schuld ist. Niemand kann sagen, wo Simpson damals war. Deswegen wollen sie, dass er verurteilt wird.“","Die Staatsanwaltschaft konnte keine direkten Beweise vorlegen, die die Schuld des Angeklagten bewiesen. Keiner der befragten Nachbarn war Zeuge der Tat. Auch die Tatwaffe und Fingerabdrücke von Simpson wurden nicht gefunden. Trotzdem behauptete die Anklage, es gäbe viele Beweise gegen ihn. Die Chefanklägerin Marcia Clark versuchte, seine Schuld durch das Motiv für die Tat, sein fehlendes Alibi und die gesicherten Spuren zu beweisen.","Die Staatsanwaltschaft konnte keine direkten Beweise gegen den Angeklagten vorlegen. Nach intensiver Befragung der Nachbarn fanden sich keine Augenzeugen. Auch fehlten sowohl die Tatwaffe als auch die Fingerabdrücke des Angeklagten am Tatort. Dennoch behauptete die Staatsanwaltschaft, es gäbe eine überwältigende Beweislast gegen ihn. Marcia Clark, die leitende Staatsanwältin, konzentrierte sich auf das mutmaßliche Mordmotiv, Simpsons fehlendes Alibi und die gesammelten forensischen Beweise, um eine Verurteilung zu erreichen.","Die Staatsanwaltschaft präsentierte keine direkten Beweise, die den Angeklagten eindeutig überführten. Trotz umfassender Befragungen der Nachbarschaft ließen sich keine Augenzeugen finden. Weder die Tatwaffe noch Fingerabdrücke des Angeklagten am Tatort konnten gesichert werden. Trotz dieser Beweislücken proklamierte die Anklage, eine beträchtliche Indizienlast vorweisen zu können. Marcia Clark, die Hauptanklägerin, zielte darauf ab, durch das vorgeschlagene Mordmotiv, das fehlende Alibi des Angeklagten und die gesicherten forensischen Beweise eine Verurteilung zu erwirken.","Die Staatsanwaltschaft legte in ihrem Plädoyer gegen den Angeklagten keine unmittelbar inkriminierenden Beweismittel vor. Selbst nach intensiven Befragungen der lokalen Bevölkerung konnten keine Augenzeugenberichte erlangt werden - ebenso wenig wie physische Beweise wie die Tatwaffe oder dermatoglyphische Spuren des Beschuldigten am Ort des Geschehens. Nichtsdestotrotz postulierte die Anklage, dass eine 'überwältigende Beweislast' existiere. Marcia Clark, die führende Staatsanwältin, fokussierte in ihrem Vorgehen auf die Darlegung eines mutmaßlichen Tatmotivs, das Fehlen eines Alibis und forensische Indizien, die während der Ermittlungen gesichert wurden, um eine Verurteilung zu erreichen.","Simpson wird angeklagt.
Aber es gibt keine klaren Beweise gegen Simpson.

Die Polizei hat mit vielen Nachbarn gesprochen.
Niemand hat die Tat gesehen.

Die Polizei hat auch keine Waffe gefunden.
Und sie hat keine Finger-Abdrücke am Tat-Ort gefunden.

Die Haupt-Anklägerin heißt Marcia Clark.
Sie will die Verurteilung von Simpson.
Sie will das weil:
 - Simpson hat einen Grund für die Tat.
 - Niemand weiß wo Simpson damals gewesen ist.
 - Die Polizei hat Spuren gefunden."
97031,Ferdinand Magellan,"An seinem Flaggschiff, der ""Trinidad,"" ließ Magellan nachts eine Fackel anbringen, damit die anderen Schiffe Sichtkontakt halten konnten. Die Mannschaft bestand aus insgesamt 237 Mann: zum größten Teil Spanier, aber auch 37 Portugiesen, 26 Italiener, zehn Franzosen, vier Flamen, zwei Griechen, zwei Deutsche, ein Engländer, ein Norweger und Magellans malaiischer Sklave Enrique Melaka als Dolmetscher. Auf den Kanarischen Inseln erhöhte sich die Zahl auf insgesamt 242, die sich wie folgt auf die fünf Schiffe verteilten:",https://de.wikipedia.org/wiki?curid=36478,36478,1829.102783203125,21,161,522,75,1583,"Magellan hatte ein großes Schiff, die 'Trinidad'. Nachts machte er dort ein Licht an. So konnten die anderen Schiffe das große Schiff sehen und ihm folgen. Auf seinem Schiff waren viele Menschen, mehr als 200. Viele kamen aus Spanien, aber auch aus anderen Ländern. Später, auf einer Insel, kamen noch mehr Leute dazu. Insgesamt waren es dann 242 Menschen auf fünf Schiffen.","Magellan, der berühmte Seefahrer, hatte ein Schiff namens 'Trinidad'. Um nachts gesehen zu werden, ließ er auf diesem Schiff eine Fackel anzünden. Die Crew bestand hauptsächlich aus Spaniern, aber auf dem Schiff waren auch Menschen aus vielen anderen Ländern. Sie waren 237 Personen. Als sie auf den Kanarischen Inseln ankamen, wuchs die Crew auf 242 Personen an. Diese verteilten sich später auf fünf verschiedene Schiffe.","Ferdinand Magellan, ein bedeutender Entdecker, führte eine Flotte, deren Flaggschiff die 'Trinidad' war. Um nachts den Sichtkontakt zu erleichtern, wurde auf der 'Trinidad' eine Fackel angebracht. Die Mannschaft war sehr international, mit einem Kern von Spaniern, ergänzt durch Vertreter aus verschiedenen europäischen Ländern, insgesamt 237 Personen. Auf den Kanarischen Inseln stießen noch weitere Besatzungsmitglieder hinzu, sodass die Gesamtzahl auf 242 anwuchs, verteilt auf fünf Schiffe.","Auf seiner Expedition befehligte Magellan das Flaggschiff 'Trinidad'. Um auch bei Nacht den Kontakt mit den anderen Schiffen seiner Flotte zu wahren, ließ er eine Fackel anbringen. Die Besatzung umfasste 237 Mitglieder, überwiegend Spanier, aber auch eine beachtliche Anzahl an anderen Nationalitäten, darunter Portugiesen, Italiener und sogar ein Norweger. Nach einem Zwischenstopp auf den Kanarischen Inseln wuchs die Crew auf 242 Mitglieder an, aufgeteilt auf fünf Schiffe. Diese multinationale Zusammensetzung spiegelt die breite geografische Reichweite seiner Rekrutierung wider.","Ferdinand Magellan, ein Pionier der Seefahrt, initiierte während seiner circumnavigationalen Expedition eine interessante Navigationstechnik: auf seinem Flaggschiff, der 'Trinidad', fixierte er nachts eine Leuchtfackel, um den Sichtkontakt unter den diversen Schiffen seiner Flotille zu gewährleisten. Die Crew bestand aus 237 Personen, die eine breite Palette europäischer Nationalitäten abdeckten – von Spaniern bis zu Einzelpersonen aus dem nördlichen Europa. Indikativ für die organisatorischen Anforderungen solcher Unternehmungen, verzeichnete die Besatzung nach Aufnahme neuer Mitglieder auf den Kanarischen Inseln ein Anwachsen auf 242, verteilt über fünf Schiffe. Diese Zusammensetzung bietet Einblicke in die soziodemografische Struktur und Rekrutierungsstrategien der damaligen maritimen Expeditionen.","Magellan war der Chef von mehreren Schiffen.
Sein wichtigstes Schiff heißt Trinidad.
An der Trinidad hängt nachts eine Fackel.
Dann können die anderen Schiffe die Trinidad sehen.

Seine Mannschaft hat 237 Menschen.
Die meisten Menschen kamen aus Spanien.
Außerdem kommen die Menschen aus:
 - Portugal
 - Italien
 - Frankreich
 - Flandern
 - Griechenland
 - Deutschland
 - England
 - Norwegen

Enrique Melaka ist auch dabei.
Enrique Melaka kommt aus Malaysia.
Enrique Melaka muss für Magellan übersetzen.

Die Schiffe halten auf den Kanarischen Inseln.
Dort kommen 5 neue Menschen dazu.
Jetzt sind es 242 Menschen.
Die Menschen verteilen sich auf 5 Schiffe."
213591,Gossip Girl,"Serena fährt mit Carter nach Europa, um ihren Vater zu finden, und wird dabei von Paparazzi verfolgt.",https://de.wikipedia.org/wiki?curid=3049276,3049276,1477.4383544921875,15,50,101,17,1455,Serena ist mit Carter in Europa. Sie sucht ihren Papa. Viel Menschen machen Fotos von ihnen.,Serena reist mit Carter nach Europa. Sie wollen ihren Vater finden. Fotografen folgen ihnen überall hin.,"Serena und Carter begeben sich auf eine Reise nach Europa, um Serenas Vater zu suchen. Auf ihrer Reise werden sie oft von Paparazzi verfolgt.","Serena und Carter unternehmen eine Europareise, um Serenas Vater aufzuspüren. Während ihrer Suche ziehen sie das permanente Interesse von Paparazzi auf sich, die stets auf der Jagd nach Exklusivfotos sind.","Serena unternimmt zusammen mit Carter eine Expedition nach Europa mit dem primären Ziel, ihren vermissten Vater zu lokalisieren. Ihr Aufenthalt wird kontinuierlich durch Paparazzi erschwert, die es auf visuelle Dokumentationen für mediale Verwertung abgesehen haben.","Serena will ihren Vater finden.
Sie fährt zusammen mit Carter nach Europa.
Reporter verfolgen sie dabei."
874435,Range Rover Evoque,Die zweite Generation des Evoque wurde am 22. November 2018 als Fünftürer in London vorgestellt. Seit April 2019 werden die ersten Fahrzeuge ausgeliefert. Die Abmessungen ändern sich gegenüber dem Vorgängermodell nur geringfügig. Ein Dreitürer oder Cabriolet – wie noch bei der ersten Generation – wurde (Stand: Ende 2021) nicht mehr angeboten.,https://de.wikipedia.org/wiki?curid=6321074,6321074,758.3458251953125,14,21,344,51,1526,Der neue Evoque ist ein Auto. Es hat fünf Türen. Das Auto wurde 2018 in London gezeigt. Jetzt kann man das Auto kaufen. Es ist fast so groß wie das alte Modell. Es gibt kein Auto mit drei Türen oder ohne Dach mehr.,Der neue Evoque wurde im November 2018 in London vorgestellt. Es ist ein Auto mit fünf Türen. Seit April 2019 kann man das Auto kaufen. Das Auto ist fast gleich groß wie das alte. Es gibt keine Modelle mehr mit drei Türen oder als offenes Auto.,"Die zweite Generation des Evoque, ein Auto mit fünf Türen, wurde am 22. November 2018 in London präsentiert. Seit April 2019 werden diese Autos ausgeliefert. Die Größe des neuen Modells unterscheidet sich nur geringfügig vom Vorgänger. Im Gegensatz zur ersten Generation gibt es keine Dreitürer oder Cabriolets mehr.","Der Evoque der zweiten Generation, ein SUV mit fünf Türen, wurde am 22. November 2018 in London vorgestellt. Die Auslieferung der Fahrzeuge begann im April 2019. Die Abmessungen des aktuellen Modells sind fast identisch mit dem vorherigen, mit geringfügigen Anpassungen. Anders als bei der ersten Generation, bietet der neue Evoque keine Varianten mit drei Türen oder als Cabriolet an.","Die Markteinführung der zweiten Generation des Range Rover Evoque erfolgte am 22. November 2018 in London. Dieses Modell wird ausschließlich als Fünftürer angeboten, beginnend mit den Auslieferungen im April 2019. Hinsichtlich der Dimensionierung zeigt das aktuelle Modell lediglich marginale Veränderungen im Vergleich zu seinem Vorgänger. Im Unterschied zur ersten Generation des Evoque, sind die Konfigurationen als Dreitürer und Cabriolet nicht länger verfügbar.","Es gibt eine neue Version von dem Evoque.
Die Vorstellung von der neuen Version war in London.
Das war am 22.11.2018.
Der neue Evoque hat 5 Türen.
Seit April 2019 können Menschen den neuen Evoque kaufen.
Der neue Evoque ist fast genau so groß wie der alte Evoque.
Den alten Evoque gab es auch mit 3 Türen.
Den alten Evoque gab es auch als Cabrio.
Aber diese Modelle gibt es beim neuen Evoque nicht mehr."
615647,Rechtsanwalt,Das Gesetz über die Tätigkeit europäischer Rechtsanwälte in Deutschland regelt ergänzend zur Bundesrechtsanwaltsordnung (BRAO) für europäische Rechtsanwälte die Berufsausübung und die Zulassung zur Rechtsanwaltschaft in Deutschland. Bei grenzüberschreitender Tätigkeit sind außerdem die Berufsregeln der Rechtsanwälte der Europäischen Union des Rats der Anwaltschaften der Europäischen Gemeinschaft (CCBE) zu beachten.,https://de.wikipedia.org/wiki?curid=3859267,3859267,949.4229736328124,67,109,418,48,1555,"In Deutschland gibt es ein Gesetz. Dieses Gesetz hilft Anwälten aus Europa, in Deutschland zu arbeiten. Diese Anwälte müssen Regeln beachten, wenn sie in mehreren Ländern arbeiten wollen.","Es gibt ein spezielles Gesetz in Deutschland, das regelt, wie Anwälte aus anderen europäischen Ländern hier arbeiten dürfen. Dieses Gesetz sagt, was diese Anwälte tun dürfen und wie sie offiziell Anwälte in Deutschland werden können. Wenn diese Anwälte in mehreren Ländern arbeiten, müssen sie bestimmte Regeln einhalten.","Das Gesetz über europäische Rechtsanwälte in Deutschland ergänzt vorhandene Gesetze zur Anwaltschaft. Es definiert, wie europäische Anwälte in Deutschland arbeiten dürfen und wie sie als Rechtsanwälte zugelassen werden. Für diejenigen, die in mehreren Ländern arbeiten, gibt es zusätzliche berufliche Richtlinien, die befolgt werden müssen.","Das deutsche Gesetz regelt zusammen mit der Bundesrechtsanwaltsordnung die berufliche Tätigkeit von europäischen Rechtsanwälten in Deutschland. Dies beinhaltet sowohl deren Zulassung als Rechtsanwälte als auch die beruflichen Praktiken. Bei grenzüberschreitender Arbeit müssen diese Rechtsanwälte die Berufsregeln der Europäischen Union berücksichtigen, die vom Rat der Anwaltschaften der Europäischen Gemeinschaft festgelegt werden.","Das Gesetz zur Tätigkeit europäischer Rechtsanwälte in Deutschland stellt eine ergänzende rechtliche Grundlage zur Bundesrechtsanwaltsordnung dar. Es regelt spezifisch die Zulassungsverfahren und Berufsausübungsregeln für europäische Rechtsanwälte. Für Rechtsanwälte, die grenzüberschreitend tätig sind, ist zudem die Einhaltung der durch den Rat der Anwaltschaften der Europäischen Gemeinschaft (CCBE) erlassenen Berufsregeln erforderlich.","Es gibt ein Gesetz für Anwälte aus Europa.
Das Gesetz sagt:
So dürfen Anwälte aus Europa in Deutschland arbeiten.

Die Anwälte müssen sich an die deutschen Regeln halten.
Manche Anwäte arbeiten in mehreren Ländern.
Dann müssen sich die Anwälte auch an die Regeln von Europa halten.
Die Regeln kommen von der Anwalts-Gruppe CCBE."
969755,Stephen Dürr,"Am 14. November 2012 erlitt er in der Berliner Schwimm- und Sprunghalle im Europasportpark bei den Vorbereitungen für die ProSieben-Show ""TV total Turmspringen"" einen Unfall. Dürr verlor beim Sprung vom 3-Meter-Brett die Kontrolle und prallte mit der Stirn so auf die Wasseroberfläche, dass sein Kopf in den Nacken gerissen wurde. Wegen Verdacht auf eine Rückenmarksverletzung wurde er anschließend drei Tage intensivmedizinisch behandelt. 2016 verklagte er die Kölner Produktionsfirma Brainpool beim Arbeitsgericht Köln auf Schmerzensgeld und Schadensersatz.",https://de.wikipedia.org/wiki?curid=1581416,1581416,700.627197265625,4,1,559,76,1595,"Ein Mann hat sich beim Springen im Schwimmbad wehgetan. Er sprang von einem 3-Meter-Brett. Dabei hat er seinen Kopf nach hinten gebogen. Die Ärzte haben ihn im Krankenhaus gut versorgt, weil sie dachten, sein Rücken ist auch verletzt. Später hat der Mann die Firma, die die Show macht, verklagt. Er wollte Geld, weil er Schmerzen hatte.","In Berlin hatte ein Mann einen Unfall beim Üben für eine Fernsehshow. Er sprang vom 3-Meter-Brett und verlor die Kontrolle. Sein Kopf hat die Wasseroberfläche hart getroffen und wurde nach hinten gezogen. Man dachte, er könnte eine schwere Rückenverletzung haben. Deshalb wurde er drei Tage im Krankenhaus intensiv behandelt. Später hat er die Produktionsfirma verklagt, um Schmerzensgeld und Schadensersatz zu bekommen.","Am 14. November 2012 kam es zu einem schweren Unfall in einem Berliner Schwimmbad, als sich ein Mann während der Vorbereitungen für eine TV-Show am 3-Meter-Brett verletzte. Er stieß mit der Stirn so stark auf das Wasser, dass sein Kopf heftig nach hinten geschleudert wurde. Er musste wegen des Verdachts auf eine Rückenmarksverletzung drei Tage lang intensiv behandelt werden. Einige Jahre später verklagte er die Produktionsfirma auf Schmerzensgeld und Schadensersatz.","Während der Vorbereitungen für die ProSieben-Show 'TV total Turmspringen' ereignete sich am 14. November 2012 ein Unfall in der Berliner Schwimm- und Sprunghalle im Europasportpark. Ein Teilnehmer verlor beim Sprung vom 3-Meter-Brett die Kontrolle, prallte mit der Stirn gegen die Wasseroberfläche und zog sich möglicherweise eine Rückenmarksverletzung zu. Nachdem er drei Tage intensivmedizinisch behandelt wurde, reichte er später eine Klage gegen die Produktionsfirma Brainpool beim Arbeitsgericht Köln ein und forderte Schmerzensgeld sowie Schadensersatz.","Am 14. November 2012 kam es zu einem signifikanten Vorfall in der Berliner Schwimm- und Sprunghalle im Europasportpark: Ein Teilnehmer der ProSieben-Show 'TV total Turmspringen' erlitt beim Versuch, vom 3-Meter-Brett zu springen, einen schweren Unfall. Der Teilnehmer verlor die Kontrolle und schlug mit der Stirn derart heftig auf die Wasseroberfläche, dass eine extreme Hyperextension des Nackens vermutet wurde. Infolge dessen erforderte sein Zustand eine dreitägige intensivmedizinische Behandlung, um eine mögliche Rückenmarksverletzung zu adressieren. Nach dem Ereignis initiierte der Geschädigte ein rechtliches Verfahren gegen die produzierende Gesellschaft, Brainpool, am Arbeitsgericht Köln, wobei er Schmerzensgeld sowie Kompensation für entstandene Schäden einforderte.","Es hat einen Unfall gegeben.
Der Unfall war am 14. November 2012.
Der Unfall war in Berlin in einer Schwimm-Halle.

Dürr übt für eine Fernseh-Show.
Die Show heißt TV total Turm-Springen.

Dürr springt vom 3-Meter-Brett.
Dürr trifft mit dem Kopf auf das Wasser.
Der Kopf geht dabei stark nach hinten.
Die Ärzte bringen Dürr ins Krankenhaus.
Dürr bleibt 3 Tage auf der Intensiv-Station.

Im Jahr 2016 geht Dürr vor Gericht.
Dürr will Geld für seine Schmerzen.
Dürr will Geld für den Schaden.
Dürr klagt in Köln gegen die Fernseh-Firma."
763328,Kohärenz (Physik),"„Natürliches“ Licht entsteht, wenn ein Elektron in einem Atom von einem angeregten in einen weniger angeregten Zustand übergeht. Beim Zerfall des angeregten Zustandes schwingt in semiklassischer Vorstellung das Elektron eine gewisse Zeit. Während dieser Zeit (= Lebensdauer) wird es ein Photon emittieren (gedämpfte Schwingung). Typische Lebensdauern solcher atomarer Prozesse sind formula_35 (= Kohärenzzeit). Dieses führt zu Wellenpaketen mit Längen von formula_36 (= Kohärenzlänge) mit einer Frequenzunschärfe formula_37 von etwa 100 MHz.",https://de.wikipedia.org/wiki?curid=97594,97594,831.7666625976562,30,41,541,71,1588,"Manchmal gibt es Licht ganz von selber. Das passiert, wenn ein Teilchen in einem Atom sich beruhigt. Es bewegt sich eine Weile und macht dann Licht. Dieses Licht ist nicht immer gleich lang.","Natürliches Licht kommt zustande, wenn ein Teilchen in einem Atom von einem sehr aktiven Zustand zu einem weniger aktiven Zustand wechselt. Dabei schwingt das Teilchen kurz und sendet ein Lichtteilchen aus. Die Zeit, die das Lichtteilchen braucht, unterscheidet sich jedes Mal.","Natürliches Licht entsteht durch den Übergang eines Elektrons in einem Atom von einem höheren zu einem niedrigeren Energiezustand. Dabei schwingt das Elektron kurz und gibt ein Photon ab. Die Dauer dieser Schwingung bestimmt, wie lange der Prozess dauert, und beeinflusst die Eigenschaften des Lichts.","Natürliches Licht resultiert, wenn ein Elektron in einem Atom von einem angeregten Zustand in einen weniger angeregten Zustand fällt. Dieser Prozess beinhaltet eine kurzzeitige Schwingung des Elektrons, währenddessen ein Photon emittiert wird, bekannt als gedämpfte Schwingung. Die Dauer dieser Schwingung, genannt Lebensdauer, beeinflusst die Eigenschaften des emittierten Lichts wie Wellenlänge und Frequenz.","In der Physik bezeichnet man als ""natürliches"" Licht das Ergebnis eines Übergangsprozesses, bei dem ein Elektron innerhalb eines Atoms von einem energetisch höheren in einen niedrigeren Zustand übergeht. Dieser Übergangsprozess involviert oszillatorische Bewegungen des Elektrons, bekannt als gedämpfte Schwingungen, während derer Photonen emittiert werden. Die Lebensdauer dieser Schwingungen korreliert mit der Kohärenzzeit, die wiederum die Kohärenzlänge des resultierenden Lichts determiniert. Dieses Phänomen führt zu einer charakteristischen Frequenzunsicherheit von etwa 100 MHz.","So entsteht Licht in der Natur:
In jedem Atom sind Elektronen.
Ein Elektron kann viel oder wenig Energie haben.
Das Elektron gibt Energie ab.
Dabei entsteht Licht.
Das Licht besteht aus kleinen Licht-Teilchen.
Die Wissenschaftler nennen diese Teilchen Photonen.

Das Elektron bewegt sich hin und her.
Diese Bewegung dauert eine bestimmte Zeit.
In dieser Zeit macht das Elektron Licht.
Die Bewegung vom Elektron dauert sehr kurz.
Die Zeit ist viel weniger als 1 Sekunde."
331227,Limburg an der Lahn,"2010 feierte Limburg den 1100. Jahrestag seiner ersten Erwähnung. Aus diesem Anlass erschien Anfang Januar 2010 eine Sonderbriefmarke, deren Motiv ein Gemälde von George Clarkson Stanfield von 1862 ist, das die Alte Lahnbrücke mit äußerem Brückenturm und den Dom von Nordwesten zeigt. Das Original befindet sich im Rheinischen Landesmuseum Bonn.",https://de.wikipedia.org/wiki?curid=9004,9004,1267.4373779296875,56,49,345,50,1532,Limburg ist eine alte Stadt. Limburg hatte vor 1100 Jahren Geburtstag. Zu diesem besonderen Tag gab es eine neue Briefmarke. Auf der Briefmarke ist ein Bild von einer alten Brücke und einem großen Kirchenhaus.,"Im Jahr 2010 feierte die Stadt Limburg ihren 1100. Jahrestag. Für diesen besonderen Anlass wurde eine Briefmarke herausgegeben. Auf der Briefmarke ist ein Bild, das eine alte Brücke und einen Turm neben dem Dom zeigt.","2010 markierte das 1100-jährige Jubiläum der ersten Erwähnung von Limburg. Zu diesem Ereignis wurde eine Sonderbriefmarke herausgegeben, die ein Gemälde von 1862 abbildet. Es zeigt die Alte Lahnbrücke und den Dom von Limburg aus einer Nordwestperspektive.","Im Jahr 2010 feierte Limburg den bedeutenden 1100. Jahrestag seiner Ersterwähnung. Zu Ehren dieses Jahrestages gab Anfang Januar eine Sonderbriefmarke heraus. Das Motiv dieser Marke stammt von einem Gemälde des Künstlers George Clarkson Stanfield aus dem Jahr 1862, welches die Alte Lahnbrücke mit dem charakteristischen äußeren Brückenturm sowie den Limburger Dom in einer Nordwestansicht darstellt.","Im Jahr 2010 wurde in Limburg der 1100. Jahrestag seiner ersten dokumentierten Erwähnung gefeiert. Anlässlich dieses historischen Meilensteins erschien Anfang Januar eine Gedenkbriefmarke. Die Briefmarke präsentiert eine Reproduktion eines Gemäldes von George Clarkson Stanfield aus dem Jahr 1862, das einen eindrucksvollen Blick auf die Alte Lahnbrücke, den angrenzenden äußeren Brückenturm und den Limburger Dom vom Nordwesten aus bietet. Das Original des Kunstwerkes ist Teil der Sammlung des Rheinischen Landesmuseums in Bonn.","Im Jahr 2010 feiert die Stadt Limburg ihren 1100. Geburtstag.
Vor 1100 Jahren hat sie zum ersten Mal jemand Limburg genannt.
Deswegen hat die Post eine besondere Brief-Marke gemacht.
Auf der Brief-Marke ist ein Bild.
Das Bild zeigt die alte Brücke von Limburg.
Das Bild zeigt auch den Dom von Limburg.
Ein Maler hat das Bild im Jahr 1862 gemalt.
Der Maler heißt George Clarkson Stanfield.
Das echte Bild ist in einem Museum in der Stadt Bonn."
626964,Candace Cameron Bure,"Ihr früherer Serien-Kollege Dave Coulier von ""Full House"" stellte ihr den damaligen Eishockeyspieler Waleri Bure vor. Seit dem 23. Juni 1996 sind die beiden verheiratet und haben drei Kinder. Mit ihrer Familie lebt sie abwechselnd in Calgary (Kanada) und Los Angeles.",https://de.wikipedia.org/wiki?curid=896737,896737,939.497314453125,2,32,267,41,1510,Ein Mann namens Dave Coulier kennt die Frau von einer alten TV-Show. Dave hat ihr einen Eishockey-Spieler namens Waleri gezeigt. Seit dem Jahr 1996 ist sie mit Waleri verheiratet. Sie haben drei Kinder. Die Familie lebt manchmal in Kanada und manchmal in Amerika.,"Dave Coulier, der früher mit ihr bei 'Full House' gearbeitet hat, hat ihr Waleri Bure vorgestellt. Er ist ein Eishockeyspieler. Sie sind seit dem 23. Juni 1995 verheiratet und haben drei Kinder. Die Familie lebt manchmal in Calgary in Kanada und manchmal in Los Angeles.","Die Schauspielerin aus 'Full House' lernte durch ihren Ex-Kollegen Dave Coulier den Eishockeyspieler Waleri Bure kennen. Sie heirateten am 23. Juni 1996 und haben drei Kinder. Zusammen wohnen sie sowohl in Calgary, Kanada, als auch in Los Angeles, USA.","Die frühere 'Full House'-Darstellerin wurde von ihrem Serienkollegen Dave Coulier mit dem Eishockeyspieler Waleri Bure bekannt gemacht. Die beiden heirateten am 23. Juni 1996 und haben mittlerweile drei Kinder. Mit ihrer Familie pendeln sie zwischen ihrem Wohnsitz in Calgary, Kanada, und Los Angeles, USA.","Die Schauspielerin, bekannt aus der Serie 'Full House', wurde durch ihren damaligen Kollegen Dave Coulier mit Waleri Bure, einem professionellen Eishockeyspieler, bekannt gemacht. Ihre Heirat fand am 23. Juni 1996 statt, und das Paar hat seitdem drei Kinder. Sie residieren alternierend in Calgary, Kanada, sowie in Los Angeles, USA, um sowohl berufliche als auch familiäre Verpflichtungen zu managen.","Dave Coulier war mit ihr zusammen Schauspieler.
Sie haben in der Serie Full House gespielt.
Dave Coulier stellt den Eis-Hockey-Spieler Waleri Bure vor.
Am 23. Juni 1996 hat sie Bure geheiratet.
Sie haben 3 Kinder zusammen.
Die Familie wohnt in 2 Städten.
Sie leben manchmal in Calgary in Kanada.
Sie leben auch manchmal in Los Angeles in Amerika."
